,column,datatype_current_dtype_report,datatype_suggested_dtype_report,semantic_current_dtype_report,semantic_semantic_type_guess,key_id_like_flag,key_is_primary_key_like,key_is_foreign_key_like,pattern_current_dtype_report,pattern_boolean_like_string_detection,pattern_numeric_like_object_detection,pattern_date_like_object_detection,train_content_current_dtype_report,train_content_non_null_count,train_content_unique_count,train_content_unique_ratio,train_content_avg_string_length,train_content_text_vs_categorical_split,train_content_mixed_type_flag,clean_current_dtype_report,clean_special_character_flag,clean_whitespace_issue_flag,clean_format_inconsistency_flag,clean_leading_or_trailing_space_ratio,clean_multiple_space_ratio,clean_special_character_ratio
14,APPROVED_AMT_APPLICATION_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,168391,0.5805285022322583,,not_applicable,False,float64,False,False,False,,,
15,APPROVED_AMT_CREDIT_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,58928,0.20315446537844967,,not_applicable,False,float64,False,False,False,,,
16,APPROVED_AMT_CREDIT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,185460,0.6393739334287143,,not_applicable,False,float64,False,False,False,,,
17,APPROVED_APP_CREDIT_PERC_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290056,145549,0.5017962048707836,,not_applicable,False,float64,False,False,False,,,
18,APPROVED_APP_CREDIT_PERC_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290056,239493,0.8256784896709601,,not_applicable,False,float64,False,False,False,,,
19,APPROVED_CNT_PAYMENT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,1342,0.004626549221726165,,not_applicable,False,float64,False,False,False,,,
20,APPROVED_CNT_PAYMENT_SUM,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,345,0.001189388585317084,,not_applicable,False,float64,False,False,False,,,
21,APPROVED_DAYS_DECISION_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,34247,0.11806664023580922,,not_applicable,False,float64,False,False,False,,,
22,APPROVED_DAYS_DECISION_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,290065,2921,0.010070156689017978,,not_applicable,False,float64,False,False,False,,,
23,APPROVED_SK_ID_PREV_NUNIQUE,float64,Int64,float64,categorical,False,False,False,float64,False,False,False,float64,290065,25,8.618757864616551e-05,,not_applicable,False,float64,False,False,False,,,
24,APP_ADDRESS_MISMATCH_COUNT,int64,int64,int64,categorical,False,False,False,int64,False,False,False,int64,307511,7,2.276341334131137e-05,,not_applicable,False,int64,False,False,False,,,
25,APP_ANNUITY_INCOME_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307499,88811,0.2888171994055265,,not_applicable,False,float64,False,False,False,,,
26,APP_CAR_BIRTH_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,104582,78396,0.7496127440668566,,not_applicable,False,float64,False,False,False,,,
27,APP_CONTACT_COUNT,int64,int64,int64,categorical,False,False,False,int64,False,False,False,int64,307511,6,1.9511497149695458e-05,,not_applicable,False,int64,False,False,False,,,
28,APP_CREDIT_ANNUITY_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307499,39539,0.12858253197571373,,not_applicable,False,float64,False,False,False,,,
29,APP_CREDIT_INCOME_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307511,48697,0.15835856278311997,,not_applicable,False,float64,False,False,False,,,
30,APP_DOCUMENT_COUNT,int64,int64,int64,categorical,False,False,False,int64,False,False,False,int64,307511,5,1.6259580958079547e-05,,not_applicable,False,int64,False,False,False,,,
31,APP_EMPLOYED_BIRTH_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,252137,249434,0.9892796376573053,,not_applicable,False,float64,False,False,False,,,
32,APP_EXT_SOURCE_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307339,121113,0.3940697405796206,,not_applicable,False,float64,False,False,False,,,
33,APP_EXT_SOURCE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307339,300347,0.9772498771714622,,not_applicable,False,float64,False,False,False,,,
34,APP_EXT_SOURCE_MIN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307339,139146,0.4527443637156365,,not_applicable,False,float64,False,False,False,,,
35,APP_EXT_SOURCE_STD,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,270602,269867,0.9972838338223664,,not_applicable,False,float64,False,False,False,,,
36,APP_GOODS_CREDIT_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307233,3066,0.009979396744490337,,not_applicable,False,float64,False,False,False,,,
37,APP_INCOME_PER_PERSON,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307509,3064,0.009963936014880865,,not_applicable,False,float64,False,False,False,,,
38,APP_MISSING_COUNT,int64,int64,int64,categorical,False,False,False,int64,False,False,False,int64,307511,67,0.00021787838483826595,,not_applicable,False,int64,False,False,False,,,
39,APP_MISSING_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307511,67,0.00021787838483826595,,not_applicable,False,float64,False,False,False,,,
40,APP_PHONE_BIRTH_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,307510,264924,0.8615134467171799,,not_applicable,False,float64,False,False,False,,,
41,APP_PHONE_EMPLOYED_RATIO,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,252134,205138,0.8136070502193278,,not_applicable,False,float64,False,False,False,,,
42,BASEMENTAREA_AVG,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,127568,3780,0.029631255487269536,,not_applicable,False,float64,False,False,False,,,
43,BASEMENTAREA_MEDI,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,127568,3772,0.029568543835444626,,not_applicable,False,float64,False,False,False,,,
44,BASEMENTAREA_MODE,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,127568,3841,0.030109431832434468,,not_applicable,False,float64,False,False,False,,,
45,BUREAU_ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,206514,158599,0.767981831740221,,not_applicable,False,float64,False,False,False,,,
46,BUREAU_ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,153496,0.7068662215058715,,not_applicable,False,float64,False,False,False,,,
47,BUREAU_ACTIVE_AMT_CREDIT_SUM_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217149,99483,0.45813243441139495,,not_applicable,False,float64,False,False,False,,,
48,BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,1557,0.007170158876352752,,not_applicable,False,float64,False,False,False,,,
49,BUREAU_ACTIVE_AMT_CREDIT_SUM_OVERDUE_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,1197,0.005512318673727838,,not_applicable,False,float64,False,False,False,,,
50,BUREAU_ACTIVE_AMT_CREDIT_SUM_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,95921,0.4417269168777343,,not_applicable,False,float64,False,False,False,,,
51,BUREAU_ACTIVE_DAYS_CREDIT_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,2907,0.013387059636196177,,not_applicable,False,float64,False,False,False,,,
52,BUREAU_ACTIVE_DAYS_CREDIT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,20978,0.09660603269629288,,not_applicable,False,float64,False,False,False,,,
53,BUREAU_ACTIVE_DAYS_CREDIT_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,217150,2922,0.01345613631130555,,not_applicable,False,float64,False,False,False,,,
54,BUREAU_AMT_ANNUITY_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,80009,23582,0.29474184154282645,,not_applicable,False,float64,False,False,False,,,
55,BUREAU_AMT_ANNUITY_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,80009,40563,0.5069804646977215,,not_applicable,False,float64,False,False,False,,,
56,BUREAU_AMT_CREDIT_MAX_OVERDUE_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,183886,44798,0.24361832874715855,,not_applicable,False,float64,False,False,False,,,
57,BUREAU_AMT_CREDIT_MAX_OVERDUE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,183886,55265,0.3005394646683271,,not_applicable,False,float64,False,False,False,,,
58,BUREAU_AMT_CREDIT_SUM_DEBT_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,256131,138943,0.542468502446014,,not_applicable,False,float64,False,False,False,,,
59,BUREAU_AMT_CREDIT_SUM_DEBT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,256131,169324,0.6610835861336581,,not_applicable,False,float64,False,False,False,,,
60,BUREAU_AMT_CREDIT_SUM_DEBT_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,154999,0.5882515911359402,,not_applicable,False,float64,False,False,False,,,
61,BUREAU_AMT_CREDIT_SUM_LIMIT_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,242442,34311,0.1415225084762541,,not_applicable,False,float64,False,False,False,,,
62,BUREAU_AMT_CREDIT_SUM_LIMIT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,242442,38928,0.16056623852302818,,not_applicable,False,float64,False,False,False,,,
63,BUREAU_AMT_CREDIT_SUM_LIMIT_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,37278,0.14147731801086186,,not_applicable,False,float64,False,False,False,,,
64,BUREAU_AMT_CREDIT_SUM_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263490,65160,0.24729591255835137,,not_applicable,False,float64,False,False,False,,,
65,BUREAU_AMT_CREDIT_SUM_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263490,209581,0.7954040001518085,,not_applicable,False,float64,False,False,False,,,
66,BUREAU_AMT_CREDIT_SUM_OVERDUE_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,1203,0.004565620837144343,,not_applicable,False,float64,False,False,False,,,
67,BUREAU_AMT_CREDIT_SUM_OVERDUE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,1872,0.00710460698847399,,not_applicable,False,float64,False,False,False,,,
68,BUREAU_AMT_CREDIT_SUM_OVERDUE_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,1218,0.004622548777757115,,not_applicable,False,float64,False,False,False,,,
69,BUREAU_AMT_CREDIT_SUM_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,205630,0.7804061618802919,,not_applicable,False,float64,False,False,False,,,
70,BUREAU_BB_MONTHS_BALANCE_MAX_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,3958,0.042913987704784724,,not_applicable,False,float64,False,False,False,,,
71,BUREAU_BB_MONTHS_BALANCE_MIN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,5715,0.06196398174149689,,not_applicable,False,float64,False,False,False,,,
72,BUREAU_BB_MONTHS_BALANCE_SIZE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,5673,0.06150860339798983,,not_applicable,False,float64,False,False,False,,,
73,BUREAU_BB_STATUS_0_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,60195,0.652654747319231,,not_applicable,False,float64,False,False,False,,,
74,BUREAU_BB_STATUS_1_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,13162,0.14270689898190414,,not_applicable,False,float64,False,False,False,,,
75,BUREAU_BB_STATUS_2_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,2759,0.029914020231809262,,not_applicable,False,float64,False,False,False,,,
76,BUREAU_BB_STATUS_3_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,1455,0.015775606900066137,,not_applicable,False,float64,False,False,False,,,
77,BUREAU_BB_STATUS_4_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,1122,0.012165107176545847,,not_applicable,False,float64,False,False,False,,,
78,BUREAU_BB_STATUS_5_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,1632,0.01769470134770305,,not_applicable,False,float64,False,False,False,,,
79,BUREAU_BB_STATUS_BAD_FLAG_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,14129,0.15319144322407868,,not_applicable,False,float64,False,False,False,,,
80,BUREAU_BB_STATUS_BAD_FLAG_SUM_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,907,0.009834003751450163,,not_applicable,False,float64,False,False,False,,,
81,BUREAU_BB_STATUS_C_FLAG_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,50576,0.5483622643146013,,not_applicable,False,float64,False,False,False,,,
82,BUREAU_BB_STATUS_C_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,50576,0.5483622643146013,,not_applicable,False,float64,False,False,False,,,
83,BUREAU_BB_STATUS_X_FLAG_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,40979,0.4443083128232373,,not_applicable,False,float64,False,False,False,,,
84,BUREAU_BB_STATUS_X_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,40979,0.4443083128232373,,not_applicable,False,float64,False,False,False,,,
85,BUREAU_BB_STATUS_ZERO_FLAG_MEAN_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,92231,60195,0.652654747319231,,not_applicable,False,float64,False,False,False,,,
86,BUREAU_BB_STATUS_nan_MEAN_MEAN,float64,Int64,float64,constant,False,False,False,float64,False,False,False,float64,92231,1,1.0842341512072947e-05,,not_applicable,False,float64,False,False,False,,,
87,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,254877,150668,0.5911400400977727,,not_applicable,False,float64,False,False,False,,,
88,BUREAU_BUREAU_DEBT_CREDIT_RATIO_RAW_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,254877,179453,0.7040768684502721,,not_applicable,False,float64,False,False,False,,,
89,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MAX,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,186442,2197,0.011783825532873495,,not_applicable,False,float64,False,False,False,,,
90,BUREAU_BUREAU_OVERDUE_DEBT_RATIO_RAW_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,186442,2224,0.011928642687806395,,not_applicable,False,float64,False,False,False,,,
91,BUREAU_CLOSED_AMT_CREDIT_SUM_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,230165,171533,0.7452610084070124,,not_applicable,False,float64,False,False,False,,,
92,BUREAU_CLOSED_AMT_CREDIT_SUM_SUM,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,230165,168797,0.7333738839528164,,not_applicable,False,float64,False,False,False,,,
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,230165,2921,0.012690895661807833,,not_applicable,False,float64,False,False,False,,,
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,230165,44873,0.19496013729281167,,not_applicable,False,float64,False,False,False,,,
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,230165,2912,0.012651793278734821,,not_applicable,False,float64,False,False,False,,,
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,111,0.0004212667605345154,,not_applicable,False,float64,False,False,False,,,
97,BUREAU_CNT_CREDIT_PROLONG_SUM,float64,Int64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,10,3.79519604085149e-05,,not_applicable,False,float64,False,False,False,,,
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,296,0.001123378028092041,,not_applicable,False,float64,False,False,False,,,
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,15,5.6927940612772356e-05,,not_applicable,False,float64,False,False,False,,,
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,304,0.001153739596418853,,not_applicable,False,float64,False,False,False,,,
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,70,0.00026566372285960433,,not_applicable,False,float64,False,False,False,,,
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,float64,Int64,float64,constant,False,False,False,float64,False,False,False,float64,263491,1,3.79519604085149e-06,,not_applicable,False,float64,False,False,False,,,
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,57,0.00021632617432853495,,not_applicable,False,float64,False,False,False,,,
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,55,0.00020873578224683197,,not_applicable,False,float64,False,False,False,,,
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,33,0.00012524146934809918,,not_applicable,False,float64,False,False,False,,,
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,7,2.656637228596043e-05,,not_applicable,False,float64,False,False,False,,,
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,float64,Int64,float64,constant,False,False,False,float64,False,False,False,float64,263491,1,3.79519604085149e-06,,not_applicable,False,float64,False,False,False,,,
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,868,0.0032942301634590935,,not_applicable,False,float64,False,False,False,,,
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,1541,0.005848397098952147,,not_applicable,False,float64,False,False,False,,,
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,879,0.00333597731990846,,not_applicable,False,float64,False,False,False,,,
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,38,0.00014421744955235664,,not_applicable,False,float64,False,False,False,,,
112,BUREAU_CREDIT_TYPE_Car loan_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,102,0.000387109996166852,,not_applicable,False,float64,False,False,False,,,
113,BUREAU_CREDIT_TYPE_Cash loan (non-earmarked)_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,16,6.072313665362384e-05,,not_applicable,False,float64,False,False,False,,,
114,BUREAU_CREDIT_TYPE_Consumer credit_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,329,0.0012486194974401404,,not_applicable,False,float64,False,False,False,,,
115,BUREAU_CREDIT_TYPE_Credit card_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,295,0.0011195828320511897,,not_applicable,False,float64,False,False,False,,,
116,BUREAU_CREDIT_TYPE_Interbank credit_MEAN,float64,float64,float64,binary_flag,False,False,False,float64,False,False,False,float64,263491,2,7.59039208170298e-06,,not_applicable,False,float64,False,False,False,,,
117,BUREAU_CREDIT_TYPE_Loan for business development_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,57,0.00021632617432853495,,not_applicable,False,float64,False,False,False,,,
118,BUREAU_CREDIT_TYPE_Loan for purchase of shares (margin lending)_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,4,1.518078416340596e-05,,not_applicable,False,float64,False,False,False,,,
119,BUREAU_CREDIT_TYPE_Loan for the purchase of equipment_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,14,5.313274457192086e-05,,not_applicable,False,float64,False,False,False,,,
120,BUREAU_CREDIT_TYPE_Loan for working capital replenishment_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,43,0.00016319342975661407,,not_applicable,False,float64,False,False,False,,,
121,BUREAU_CREDIT_TYPE_Microloan_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,194,0.000736268031925189,,not_applicable,False,float64,False,False,False,,,
122,BUREAU_CREDIT_TYPE_Mobile operator loan_MEAN,float64,float64,float64,binary_flag,False,False,False,float64,False,False,False,float64,263491,2,7.59039208170298e-06,,not_applicable,False,float64,False,False,False,,,
123,BUREAU_CREDIT_TYPE_Mortgage_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,75,0.00028463970306386174,,not_applicable,False,float64,False,False,False,,,
124,BUREAU_CREDIT_TYPE_Real estate loan_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,12,4.554235249021788e-05,,not_applicable,False,float64,False,False,False,,,
125,BUREAU_CREDIT_TYPE_Unknown type of loan_MEAN,float64,float64,float64,categorical,False,False,False,float64,False,False,False,float64,263491,42,0.00015939823371576258,,not_applicable,False,float64,False,False,False,,,
126,BUREAU_CREDIT_TYPE_nan_MEAN,float64,Int64,float64,constant,False,False,False,float64,False,False,False,float64,263491,1,3.79519604085149e-06,,not_applicable,False,float64,False,False,False,,,
127,BUREAU_DAYS_CREDIT_ENDDATE_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,261242,13030,0.04987712542393643,,not_applicable,False,float64,False,False,False,,,
128,BUREAU_DAYS_CREDIT_ENDDATE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,261242,97903,0.374759801257072,,not_applicable,False,float64,False,False,False,,,
129,BUREAU_DAYS_CREDIT_ENDDATE_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,261242,6828,0.02613668552529838,,not_applicable,False,float64,False,False,False,,,
130,BUREAU_DAYS_CREDIT_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,2923,0.011093358027408906,,not_applicable,False,float64,False,False,False,,,
131,BUREAU_DAYS_CREDIT_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,64556,0.2450026756132088,,not_applicable,False,float64,False,False,False,,,
132,BUREAU_DAYS_CREDIT_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,2922,0.011089562831368055,,not_applicable,False,float64,False,False,False,,,
133,BUREAU_DAYS_CREDIT_UPDATE_MAX,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,2663,0.01010660705678752,,not_applicable,False,float64,False,False,False,,,
134,BUREAU_DAYS_CREDIT_UPDATE_MEAN,float64,float64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,55038,0.20887999969638432,,not_applicable,False,float64,False,False,False,,,
135,BUREAU_DAYS_CREDIT_UPDATE_MIN,float64,Int64,float64,numeric_continuous,False,False,False,float64,False,False,False,float64,263491,2969,0.011267937045288074,,not_applicable,False,float64,False,False,False,,,
