Unnamed: 0,column,dtype,non_null_count_x,unique_count,unique_percentage,duplicate_count,duplicate_value_ratio,constant_flag,top_value_percentage,quasi_constant_flag,top_value,top_value_count,top_values_preview,non_null_count_y,dominant_value,dominant_value_pct,second_dominant_value,second_dominant_pct,top_values,suspicious_uniformity_flag,dominance_note,non_null_count,missing_count_x,missing_pct,cardinality_count,cardinality_group,high_cardinality_flag,very_high_cardinality_flag,potential_id_flag,numeric_categorical_flag,encoding_recommendation,sample_values,missing_count_y,missing_percentage,top_category,top_category_percentage,rare_category_count,rare_category_percentage,rare_grouping_recommended,category_distribution_balance,normalized_entropy,high_cardinality,unseen_category_risk,unseen_category_count,unseen_category_ratio,unseen_categories,potential_typos,train_category_count,test_category_count,train_top_categories,test_top_categories,count,min_value,max_value,range_value,mean_value,median_value,std_dev,coef_of_variation,p25,p75,iqr_x,skewness_x,kurtosis_x,zero_count,negative_count,q1_x,q3_x,iqr_y,lower_bound,upper_bound,outlier_count_x,outlier_percentage,missing_rate,mean,median,std,min,q1_y,q3_y,max,iqr,skewness_y,kurtosis_y,outlier_count_y,outlier_rate,skew_label,variance_flag,normality_pvalue,normality_label,missing_count,iqr_q1,iqr_q3,iqr_value,iqr_lower_bound,iqr_upper_bound,iqr_lower_count,iqr_upper_count,iqr_total_count,iqr_total_pct,extreme_iqr_count,extreme_iqr_pct,zscore_lower_bound,zscore_upper_bound,zscore_lower_count,zscore_upper_count,zscore_total_count,zscore_total_pct,mod_zscore_mad,mod_zscore_count,mod_zscore_pct,pctl_lower_bound,pctl_upper_bound,pctl_count,pctl_pct,kurtosis,distribution_type_x,is_heavy_tailed,is_skewed,heavy_tail_flag,has_outliers,outlier_severity,suggested_treatment,winsorize_lower,winsorize_upper,distribution_type_y,transformation_recommendation,scaling_needed,clipping_recommendation,winsorization_recommendation,is_numeric,is_discrete,is_near_constant,zero_inflation_flag,binning_opportunity,structure_score,recommended_action,reason,zero_ratio
93,BUREAU_CLOSED_DAYS_CREDIT_MAX,float64,230165,2921,1.27,227244,98.73,False,0.13,False,-385.0,290,"[(np.float64(-385.0), 290), (np.float64(-364.0), 284), (np.float64(-420.0), 277)]",230165,-385.0,0.13,-364.0,0.12,"[('-385.0', 0.13), ('-364.0', 0.12), ('-420.0', 0.12)]",False,Most frequent dominates with 0.13%,230165,77346,25.15,2921,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-476.0', '-2233.0', '-344.0', '-1024.0', '-58.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,230165.0,-2922.0,0.0,2922.0,-907.4413,-729.0,641.3219,0.7067,-1198.0,-437.0,761.0,-1.1911,0.8598,1.0,230164.0,-1198.0,-437.0,761.0,-2339.5,704.5,12598.0,5.4735,0.2515,-907.4413,-729.0,641.3219,-2922.0,-1198.0,-437.0,0.0,761.0,-1.1911,0.8599,12598.0,0.0547,highly_skewed,variable,0.0,non_normal,77346.0,-1198.0,-437.0,761.0,-2339.5,704.5,12598.0,0.0,12598.0,5.47,0.0,0.0,-2831.41,1016.52,1437.0,0.0,1437.0,0.62,345.0,7741.0,3.36,-2779.0,-54.0,4558.0,1.98,0.86,left_skewed,False,True,True,True,high,winsorize_lower_or_clip,-2339.5,704.5,left_skewed,yeo_johnson_or_square_transform,True,True,False,True,True,False,False,True,0.8,treat_as_categorical,"high_skew, high_outliers, discrete",0.0
94,BUREAU_CLOSED_DAYS_CREDIT_MEAN,float64,230165,44873,19.5,185292,80.5,False,0.04,False,-761.0,82,"[(np.float64(-761.0), 82), (np.float64(-1066.0), 74), (np.float64(-1001.0), 74)]",230165,-761.0,0.04,-1066.0,0.03,"[('-761.0', 0.04), ('-1066.0', 0.03), ('-1001.0', 0.03)]",False,Most frequent dominates with 0.04%,230165,77346,25.15,44873,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-974.5', '-1784.076923076923', '-2089.6666666666665', '-1171.375', '-1553.3076923076924']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,230165.0,-2922.0,-10.0,2912.0,-1384.1578,-1366.5455,600.2706,0.4337,-1778.0,-939.0,839.0,-0.2338,-0.4497,0.0,230165.0,-1778.0,-939.0,839.0,-3036.5,319.5,0.0,0.0,0.2515,-1384.1578,-1366.5455,600.2706,-2922.0,-1778.0,-939.0,-10.0,839.0,-0.2338,-0.4497,0.0,0.0,approximately_symmetric,variable,0.0,non_normal,77346.0,-1778.0,-939.0,839.0,-3036.5,319.5,0.0,0.0,0.0,0.0,0.0,0.0,-3184.97,416.65,0.0,0.0,0.0,0.0,419.45,0.0,0.0,-2788.0,-217.0,4584.0,1.99,-0.45,approximately_normal,False,False,False,False,none,none_needed,-3036.5,319.5,approximately_normal,none_or_standard_scaler,True,False,False,True,False,False,False,False,0.2,keep_continuous,no_strong_signal,0.0
95,BUREAU_CLOSED_DAYS_CREDIT_MIN,float64,230165,2912,1.27,227253,98.73,False,0.11,False,-2871.0,256,"[(np.float64(-2871.0), 256), (np.float64(-2919.0), 255), (np.float64(-2890.0), 254)]",230165,-2871.0,0.11,-2919.0,0.11,"[('-2871.0', 0.11), ('-2919.0', 0.11), ('-2890.0', 0.11)]",False,Most frequent dominates with 0.11%,230165,77346,25.15,2912,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['-1437.0', '-1429.0', '-2577.0', '-1355.0', '-1418.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,230165.0,-2922.0,-10.0,2912.0,-1875.803,-2002.0,795.37,0.424,-2609.0,-1210.0,1399.0,0.3955,-1.1316,0.0,230165.0,-2609.0,-1210.0,1399.0,-4707.5,888.5,0.0,0.0,0.2515,-1875.803,-2002.0,795.37,-2922.0,-2609.0,-1210.0,-10.0,1399.0,0.3955,-1.1316,0.0,0.0,approximately_symmetric,variable,0.0,non_normal,77346.0,-2609.0,-1210.0,1399.0,-4707.5,888.5,0.0,0.0,0.0,0.0,0.0,0.0,-4261.91,510.31,0.0,0.0,0.0,0.0,665.0,0.0,0.0,-2912.0,-234.0,4477.0,1.95,-1.13,light_tailed,False,False,False,False,none,none_needed,-4707.5,888.5,approximately_normal,none_or_standard_scaler,True,False,False,True,True,False,False,True,0.2,treat_as_categorical,discrete,0.0
96,BUREAU_CNT_CREDIT_PROLONG_MEAN,float64,263491,111,0.04,263380,99.96,False,96.77,True,0.0,254983,"[(np.float64(0.0), 254983), (np.float64(0.25), 751), (np.float64(0.1666666666666666), 675)]",263491,0.0,96.77,0.25,0.29,"[('0.0', 96.77), ('0.25', 0.29), ('0.1666666666666666', 0.26)]",False,Most frequent dominates with 96.77%,263491,44020,14.31,111,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.0952380952380952', '0.05', '0.15', '1.3333333333333333']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,6.0,6.0,0.0079,0.0,0.0665,8.3946,0.0,0.0,0.0,20.2304,804.0165,254983.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.0,3.229,0.1431,0.0079,0.0,0.0665,0.0,0.0,0.0,6.0,0.0,20.2305,804.0318,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.0,8508.0,3.23,8508.0,3.23,-0.19,0.21,0.0,2946.0,2946.0,1.12,0.04,2840.0,1.08,0.0,0.25,2088.0,0.79,804.02,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9677
97,BUREAU_CNT_CREDIT_PROLONG_SUM,float64,263491,10,0.0,263481,100.0,False,96.77,True,0.0,254983,"[(np.float64(0.0), 254983), (np.float64(1.0), 6869), (np.float64(2.0), 1282)]",263491,0.0,96.77,1.0,2.61,"[('0.0', 96.77), ('1.0', 2.61), ('2.0', 0.49)]",False,Most frequent dominates with 96.77%,263491,44020,14.31,10,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '2.0', '6.0', '5.0', '9.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,9.0,9.0,0.0405,0.0,0.2472,6.1066,0.0,0.0,0.0,8.3993,103.7487,254983.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.0,3.229,0.1431,0.0405,0.0,0.2472,0.0,0.0,0.0,9.0,0.0,8.3994,103.7507,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.0,8508.0,3.23,8508.0,3.23,-0.7,0.78,0.0,8508.0,8508.0,3.23,0.17,8508.0,3.23,0.0,1.0,1639.0,0.62,103.75,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,True,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9677
98,BUREAU_CREDIT_ACTIVE_Active_MEAN,float64,263491,296,0.11,263195,99.89,False,17.59,False,0.0,46341,"[(np.float64(0.0), 46341), (np.float64(0.5), 35122), (np.float64(1.0), 32868)]",263491,0.0,17.59,0.5,13.33,"[('0.0', 17.59), ('0.5', 13.33), ('1.0', 12.47)]",False,Most frequent dominates with 17.59%,263491,44020,14.31,296,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.25', '0.6923076923076923', '0.1923076923076923', '0.2068965517241379', '0.5416666666666666']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.413,0.375,0.3084,0.7468,0.2,0.6,0.4,0.4772,-0.6152,46341.0,0.0,0.2,0.6,0.4,-0.4,1.2,0.0,0.0,0.1431,0.413,0.375,0.3084,0.0,0.2,0.6,1.0,0.4,0.4772,-0.6152,0.0,0.0,approximately_symmetric,variable,0.0,non_normal,44020.0,0.2,0.6,0.4,-0.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.51,1.34,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,-0.62,approximately_normal,False,False,False,False,none,none_needed,-0.4,1.2,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.1759
99,BUREAU_CREDIT_ACTIVE_Bad debt_MEAN,float64,263491,15,0.01,263476,99.99,False,99.99,True,0.0,263471,"[(np.float64(0.0), 263471), (np.float64(0.2), 3), (np.float64(0.1666666666666666), 2)]",263491,0.0,99.99,0.2,0.0,"[('0.0', 99.99), ('0.2', 0.0), ('0.1666666666666666', 0.0)]",True,Appears uniformly dominated,263491,44020,14.31,15,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.04', '0.1428571428571428', '0.2', '0.25']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,0.5,0.5,0.0,0.0,0.0017,137.8588,0.0,0.0,0.0,189.1483,44263.5351,263471.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0076,0.1431,0.0,0.0,0.0017,0.0,0.0,0.0,0.5,0.0,189.1494,44264.3751,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.01,20.0,0.01,-0.0,0.0,0.0,20.0,20.0,0.01,0.0,20.0,0.01,0.0,0.0,20.0,0.01,44263.54,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.5,drop_or_encode,near_constant,0.9999
100,BUREAU_CREDIT_ACTIVE_Closed_MEAN,float64,263491,304,0.12,263187,99.88,False,17.31,False,1.0,45614,"[(np.float64(1.0), 45614), (np.float64(0.5), 35376), (np.float64(0.0), 33326)]",263491,1.0,17.31,0.5,13.43,"[('1.0', 17.31), ('0.5', 13.43), ('0.0', 12.65)]",False,Most frequent dominates with 17.31%,263491,44020,14.31,304,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.75', '0.8125', '0.6842105263157895', '0.3529411764705882', '0.4583333333333333']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.5831,0.625,0.3087,0.5294,0.4,0.8,0.4,-0.461,-0.6324,33326.0,0.0,0.4,0.8,0.4,-0.2,1.4,0.0,0.0,0.1431,0.5831,0.625,0.3087,0.0,0.4,0.8,1.0,0.4,-0.461,-0.6324,0.0,0.0,approximately_symmetric,variable,0.0,non_normal,44020.0,0.4,0.8,0.4,-0.2,1.4,0.0,0.0,0.0,0.0,0.0,0.0,-0.34,1.51,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0,0.0,0.0,-0.63,approximately_normal,False,False,False,False,none,none_needed,-0.2,1.4,approximately_normal,none_or_standard_scaler,False,False,False,True,True,True,False,True,0.2,drop_or_encode,near_constant,0.1265
101,BUREAU_CREDIT_ACTIVE_Sold_MEAN,float64,263491,70,0.03,263421,99.97,False,98.02,True,0.0,258265,"[(np.float64(0.0), 258265), (np.float64(0.1666666666666666), 429), (np.float64(0.2), 402)]",263491,0.0,98.02,0.1666666666666666,0.16,"[('0.0', 98.02), ('0.1666666666666666', 0.16), ('0.2', 0.15)]",True,Appears uniformly dominated,263491,44020,14.31,70,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.05', '0.0384615384615384', '0.08', '0.0227272727272727']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.0039,0.0,0.0384,9.8408,0.0,0.0,0.0,16.4925,351.1913,258265.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,1.9834,0.1431,0.0039,0.0,0.0384,0.0,0.0,0.0,1.0,0.0,16.4926,351.198,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,5226.0,5226.0,1.98,5226.0,1.98,-0.11,0.12,0.0,2972.0,2972.0,1.13,0.03,2603.0,0.99,0.0,0.12,2620.0,0.99,351.19,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9802
102,BUREAU_CREDIT_ACTIVE_nan_MEAN,float64,263491,1,0.0,263490,100.0,True,100.0,True,0.0,263491,"[(np.float64(0.0), 263491)]",263491,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated,263491,44020,14.31,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,263491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approximately_symmetric,constant,,constant,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0
103,BUREAU_CREDIT_CURRENCY_currency 1_MEAN,float64,263491,57,0.02,263434,99.98,False,99.63,True,1.0,262523,"[(np.float64(1.0), 262523), (np.float64(0.75), 99), (np.float64(0.8333333333333334), 77)]",263491,1.0,99.63,0.75,0.04,"[('1.0', 99.63), ('0.75', 0.04), ('0.8333333333333334', 0.03)]",True,Appears uniformly dominated,263491,44020,14.31,57,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['1.0', '0.9285714285714286', '0.9333333333333332', '0.9130434782608696', '0.7647058823529411']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.9992,1.0,0.018,0.0181,1.0,1.0,0.0,-34.7579,1540.2227,34.0,0.0,1.0,1.0,0.0,1.0,1.0,968.0,0.3674,0.1431,0.9992,1.0,0.018,0.0,1.0,1.0,1.0,0.0,-34.7581,1540.252,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,1.0,1.0,0.0,1.0,1.0,968.0,0.0,968.0,0.37,968.0,0.37,0.95,1.05,931.0,0.0,931.0,0.35,0.01,890.0,0.34,1.0,1.0,968.0,0.37,1540.22,left_skewed,True,True,True,True,low,investigate_individually,1.0,1.0,heavy_tailed,quantile_transform_or_robust_scaler,True,False,False,True,True,True,False,True,0.5,drop_or_encode,near_constant,0.0001
104,BUREAU_CREDIT_CURRENCY_currency 2_MEAN,float64,263491,55,0.02,263436,99.98,False,99.68,True,0.0,262645,"[(np.float64(0.0), 262645), (np.float64(0.25), 85), (np.float64(0.1666666666666666), 70)]",263491,0.0,99.68,0.25,0.03,"[('0.0', 99.68), ('0.25', 0.03), ('0.1666666666666666', 0.03)]",True,Appears uniformly dominated,263491,44020,14.31,55,high_cardinality,True,False,False,True,"target_encoding, frequency_encoding, or hash_encoding","['0.0', '0.1111111111111111', '0.0666666666666666', '0.04', '0.0277777777777777']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.0007,0.0,0.0174,23.7063,0.0,0.0,0.0,36.7987,1708.0981,262645.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,0.3211,0.1431,0.0007,0.0,0.0174,0.0,0.0,0.0,1.0,0.0,36.7989,1708.1305,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,846.0,846.0,0.32,846.0,0.32,-0.05,0.05,0.0,814.0,814.0,0.31,0.01,794.0,0.3,0.0,0.0,846.0,0.32,1708.1,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9968
105,BUREAU_CREDIT_CURRENCY_currency 3_MEAN,float64,263491,33,0.01,263458,99.99,False,99.95,True,0.0,263356,"[(np.float64(0.0), 263356), (np.float64(0.125), 14), (np.float64(0.0769230769230769), 10)]",263491,0.0,99.95,0.125,0.01,"[('0.0', 99.95), ('0.125', 0.01), ('0.0769230769230769', 0.0)]",True,Appears uniformly dominated,263491,44020,14.31,33,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.0909090909090909', '0.0625', '0.0357142857142857', '0.0384615384615384']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.0001,0.0,0.0043,57.7207,0.0,0.0,0.0,101.7092,15882.5961,263356.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0512,0.1431,0.0001,0.0,0.0043,0.0,0.0,0.0,1.0,0.0,101.7098,15882.8975,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,135.0,0.05,135.0,0.05,-0.01,0.01,0.0,135.0,135.0,0.05,0.0,135.0,0.05,0.0,0.0,135.0,0.05,15882.6,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9995
106,BUREAU_CREDIT_CURRENCY_currency 4_MEAN,float64,263491,7,0.0,263484,100.0,False,100.0,True,0.0,263482,"[(np.float64(0.0), 263482), (np.float64(0.25), 3), (np.float64(0.1428571428571428), 2)]",263491,0.0,100.0,0.25,0.0,"[('0.0', 100.0), ('0.25', 0.0), ('0.1428571428571428', 0.0)]",True,Appears uniformly dominated,263491,44020,14.31,7,low_cardinality,False,False,False,True,one_hot_encoding or label_encoding,"['0.0', '0.25', '0.0555555555555555', '0.1111111111111111', '0.1428571428571428']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,0.5,0.5,0.0,0.0,0.0014,200.4783,0.0,0.0,0.0,255.8485,76625.4683,263482.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0034,0.1431,0.0,0.0,0.0014,0.0,0.0,0.0,0.5,0.0,255.8499,76626.9224,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,9.0,0.0,-0.0,0.0,0.0,9.0,9.0,0.0,0.0,9.0,0.0,0.0,0.0,9.0,0.0,76625.47,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,False,0.5,drop_or_encode,near_constant,1.0
107,BUREAU_CREDIT_CURRENCY_nan_MEAN,float64,263491,1,0.0,263490,100.0,True,100.0,True,0.0,263491,"[(np.float64(0.0), 263491)]",263491,0.0,100.0,,,"[('0.0', 100.0)]",True,Appears uniformly dominated,263491,44020,14.31,1,single_category,False,False,False,False,drop_column (constant),['0.0'],,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,263491.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,approximately_symmetric,constant,,constant,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,moderate_deviation,False,False,False,False,none,none_needed,0.0,0.0,constant_or_near_constant,drop_column,True,False,False,True,True,True,True,False,0.2,drop_or_encode,near_constant,1.0
108,BUREAU_CREDIT_DAY_OVERDUE_MAX,float64,263491,868,0.33,262623,99.67,False,98.71,True,0.0,260094,"[(np.float64(0.0), 260094), (np.float64(30.0), 227), (np.float64(60.0), 96)]",263491,0.0,98.71,30.0,0.09,"[('0.0', 98.71), ('30.0', 0.09), ('60.0', 0.04)]",True,Appears uniformly dominated,263491,44020,14.31,868,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '2609.0', '730.0', '2364.0', '2295.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,2792.0,2792.0,4.7728,0.0,89.1413,18.6771,0.0,0.0,0.0,23.0394,570.0781,260094.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,1.2892,0.1431,4.7728,0.0,89.1413,0.0,0.0,0.0,2792.0,0.0,23.0395,570.089,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,3397.0,1.29,3397.0,1.29,-262.65,272.2,0.0,808.0,808.0,0.31,60.13,788.0,0.3,0.0,17.0,2581.0,0.98,570.08,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871
109,BUREAU_CREDIT_DAY_OVERDUE_MEAN,float64,263491,1541,0.58,261950,99.42,False,98.71,True,0.0,260094,"[(np.float64(0.0), 260094), (np.float64(5.0), 51), (np.float64(6.0), 48)]",263491,0.0,98.71,5.0,0.02,"[('0.0', 98.71), ('5.0', 0.02), ('6.0', 0.02)]",True,Appears uniformly dominated,263491,44020,14.31,1541,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '775.0', '678.0', '6.333333333333333', '27.33333333333333']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,2776.0,2776.0,1.0359,0.0,25.8254,24.9313,0.0,0.0,0.0,52.9634,4026.8297,260094.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,1.2892,0.1431,1.0359,0.0,25.8254,0.0,0.0,0.0,2776.0,0.0,52.9637,4026.9062,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,3397.0,1.29,3397.0,1.29,-76.44,78.51,0.0,697.0,697.0,0.26,17.42,653.0,0.25,0.0,2.5,2619.0,0.99,4026.83,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871
110,BUREAU_CREDIT_DAY_OVERDUE_SUM,float64,263491,879,0.33,262612,99.67,False,98.71,True,0.0,260094,"[(np.float64(0.0), 260094), (np.float64(30.0), 213), (np.float64(60.0), 97)]",263491,0.0,98.71,30.0,0.08,"[('0.0', 98.71), ('30.0', 0.08), ('60.0', 0.04)]",True,Appears uniformly dominated,263491,44020,14.31,879,very_high_cardinality,True,True,False,False,"target_encoding, hash_encoding, or embedding_layer","['0.0', '135.0', '172.0', '249.0', '2588.0']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,5250.0,5250.0,4.9426,0.0,92.5134,18.7177,0.0,0.0,0.0,23.6019,622.3313,260094.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,1.2892,0.1431,4.9426,0.0,92.5134,0.0,0.0,0.0,5250.0,0.0,23.602,622.3432,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,3397.0,1.29,3397.0,1.29,-272.6,282.48,0.0,808.0,808.0,0.31,62.4,796.0,0.3,0.0,17.0,2607.0,0.99,622.33,right_skewed,True,True,True,True,moderate,log_transform_or_winsorize,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9871
111,BUREAU_CREDIT_TYPE_Another type of loan_MEAN,float64,263491,38,0.01,263453,99.99,False,99.69,True,0.0,262678,"[(np.float64(0.0), 262678), (np.float64(0.25), 90), (np.float64(0.2), 84)]",263491,0.0,99.69,0.25,0.03,"[('0.0', 99.69), ('0.25', 0.03), ('0.2', 0.03)]",True,Appears uniformly dominated,263491,44020,14.31,38,medium_cardinality,False,False,False,True,"target_encoding, leave_as_integer, or one_hot_if_dense","['0.0', '0.25', '0.6666666666666666', '0.0434782608695652', '0.0294117647058823']",,,,,,,,,,,False,0.0,0.0,,,0.0,0.0,,,263491.0,0.0,1.0,1.0,0.0007,0.0,0.0179,24.5285,0.0,0.0,0.0,38.6174,1852.7384,262678.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,0.3085,0.1431,0.0007,0.0,0.0179,0.0,0.0,0.0,1.0,0.0,38.6176,1852.7736,0.0,0.0,highly_skewed,variable,0.0,non_normal,44020.0,0.0,0.0,0.0,0.0,0.0,0.0,813.0,813.0,0.31,813.0,0.31,-0.05,0.05,0.0,789.0,789.0,0.3,0.01,752.0,0.29,0.0,0.0,813.0,0.31,1852.74,right_skewed,True,True,True,True,low,investigate_individually,0.0,0.0,zero_inflated,log1p_or_tweedie,True,False,False,True,True,True,True,True,0.7,drop_or_encode,near_constant,0.9969
